VersionDate,VersionDateTo,company_name,Company_domain_name,Pipeline,Deal_owner,Create_Date,Deal_Name,Amount,Deal_Probability,Forecast_probability,Deal_Stage,Close_Date,Priority
2020-05-12,2020-06-01,Wikibox,wikibox.com,Sales Pipeline,Test User 2,2020-06-09,Wikibox Deal (2020-06-09),2419,.40,,Presentation scheduled,,
2020-04-28,2020-05-04,Wikibox,wikibox.com,Sales Pipeline,Test User 2,2020-06-09,Wikibox Deal (2020-06-09),1465,.20,,Qualified to buy,,
2021-01-01,2023-05-16,Plambee,plambee.com,Sales Pipeline,Test User 2,2021-01-08,Plambee Deal (2021-01-08),2199,.30,,Appointment scheduled,,Low
2021-01-01,2021-01-01,Plambee,plambee.com,Sales Pipeline,Test User 2,2021-01-08,Plambee Deal (2021-01-08),2607,.00,,Closed lost,,Low
2020-12-25,2020-12-31,Plambee,plambee.com,Sales Pipeline,Test User 2,2021-01-08,Plambee Deal (2021-01-08),1573,.20,,Qualified to buy,,Low
2021-10-29,2021-10-29,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2021-11-05,Skinte Deal (2021-11-05),1344,.00,,Closed lost,,
2021-10-29,2023-05-16,Skinte,skinte.com,Sales Pipeline,Clayton Farr,2021-11-05,Skinte Deal (2021-11-05),856,.20,,Qualified to buy,,
2020-07-26,2020-08-01,Skyvu,skyvu.com,Sales Pipeline,Clayton Farr,2020-09-13,Skyvu Deal (2020-09-13),7939,.30,,Appointment scheduled,2020-10-25,
2020-09-06,2020-09-06,Skyvu,skyvu.com,Sales Pipeline,Clayton Farr,2020-09-13,Skyvu Deal (2020-09-13),6778,.00,,Closed lost,2020-10-25,
2020-08-30,2020-09-05,Skyvu,skyvu.com,Sales Pipeline,Clayton Farr,2020-09-13,Skyvu Deal (2020-09-13),4457,.80,,Contract sent,2020-10-25,
2020-08-23,2020-08-29,Skyvu,skyvu.com,Sales Pipeline,Clayton Farr,2020-09-13,Skyvu Deal (2020-09-13),7565,.70,,Decision maker bought-In,2020-10-25,
2020-08-02,2020-08-22,Skyvu,skyvu.com,Sales Pipeline,Clayton Farr,2020-09-13,Skyvu Deal (2020-09-13),6402,.40,,Presentation scheduled,2020-10-25,
2020-07-19,2020-07-25,Skyvu,skyvu.com,Sales Pipeline,Clayton Farr,2020-09-13,Skyvu Deal (2020-09-13),7066,.20,,Qualified to buy,2020-10-25,
2020-05-21,2020-05-27,Skiba,skiba.com,Sales Pipeline,Clayton Farr,2020-07-09,Skiba Deal (2020-07-09),5967,.30,,Appointment scheduled,2020-07-29,
2020-07-02,2020-07-02,Skiba,skiba.com,Sales Pipeline,Clayton Farr,2020-07-09,Skiba Deal (2020-07-09),6116,.00,,Closed lost,2020-07-29,
2020-06-25,2020-07-01,Skiba,skiba.com,Sales Pipeline,Clayton Farr,2020-07-09,Skiba Deal (2020-07-09),7606,.80,,Contract sent,2020-07-29,
2020-06-18,2020-06-24,Skiba,skiba.com,Sales Pipeline,Clayton Farr,2020-07-09,Skiba Deal (2020-07-09),7390,.70,,Decision maker bought-In,2020-07-29,
2020-05-28,2020-06-17,Skiba,skiba.com,Sales Pipeline,Clayton Farr,2020-07-09,Skiba Deal (2020-07-09),5377,.40,,Presentation scheduled,2020-07-29,
2020-05-14,2020-05-20,Skiba,skiba.com,Sales Pipeline,Clayton Farr,2020-07-09,Skiba Deal (2020-07-09),6439,.20,,Qualified to buy,2020-07-29,
2021-04-07,2021-04-13,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-05-26,Mydo Deal (2021-05-26),7262,.30,,Appointment scheduled,2021-06-27,
2021-05-19,2021-05-19,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-05-26,Mydo Deal (2021-05-26),4565,.00,,Closed lost,2021-06-27,
2021-05-12,2021-05-18,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-05-26,Mydo Deal (2021-05-26),6064,.80,,Contract sent,2021-06-27,
2021-05-05,2021-05-11,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-05-26,Mydo Deal (2021-05-26),5874,.70,,Decision maker bought-In,2021-06-27,
2021-04-14,2021-05-04,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-05-26,Mydo Deal (2021-05-26),7089,.40,,Presentation scheduled,2021-06-27,
2021-03-31,2021-04-06,Mydo,mydo.com,Sales Pipeline,Clayton Farr,2021-05-26,Mydo Deal (2021-05-26),4073,.20,,Qualified to buy,2021-06-27,
2020-03-20,2020-03-20,Zoovu,zoovu.com,Sales Pipeline,Test User 2,2020-03-27,Zoovu Deal (2020-03-27),1647,.00,,Closed lost,,
2021-05-09,2021-05-15,Thoughtblab,thoughtblab.com,Sales Pipeline,Clayton Farr,2021-06-27,Thoughtblab Deal (2021-06-27),6528,.30,,Appointment scheduled,2021-08-05,
2021-06-20,2021-06-20,Thoughtblab,thoughtblab.com,Sales Pipeline,Clayton Farr,2021-06-27,Thoughtblab Deal (2021-06-27),7136,.00,,Closed lost,2021-08-05,
2021-06-13,2021-06-19,Thoughtblab,thoughtblab.com,Sales Pipeline,Clayton Farr,2021-06-27,Thoughtblab Deal (2021-06-27),5738,.80,,Contract sent,2021-08-05,
2021-06-06,2021-06-12,Thoughtblab,thoughtblab.com,Sales Pipeline,Clayton Farr,2021-06-27,Thoughtblab Deal (2021-06-27),6060,.70,,Decision maker bought-In,2021-08-05,
2021-05-16,2021-06-05,Thoughtblab,thoughtblab.com,Sales Pipeline,Clayton Farr,2021-06-27,Thoughtblab Deal (2021-06-27),6855,.40,,Presentation scheduled,2021-08-05,
2021-05-02,2021-05-08,Thoughtblab,thoughtblab.com,Sales Pipeline,Clayton Farr,2021-06-27,Thoughtblab Deal (2021-06-27),5907,.20,,Qualified to buy,2021-08-05,
2021-09-20,2021-09-20,Mydo,mydo.com,Sales Pipeline,Test User 2,2021-09-27,Mydo Deal (2021-09-27),396,.00,,Closed lost,,Medium
2021-09-20,2023-05-16,Mydo,mydo.com,Sales Pipeline,Test User 2,2021-09-27,Mydo Deal (2021-09-27),288,.20,,Qualified to buy,,Medium
2020-03-30,2020-04-05,Agivu,agivu.com,Sales Pipeline,Test User 2,2020-04-27,Agivu Deal (2020-04-27),6528,.30,,Appointment scheduled,,Medium
2020-04-20,2020-04-20,Agivu,agivu.com,Sales Pipeline,Test User 2,2020-04-27,Agivu Deal (2020-04-27),7256,.00,,Closed lost,,Medium
2020-04-06,2020-04-19,Agivu,agivu.com,Sales Pipeline,Test User 2,2020-04-27,Agivu Deal (2020-04-27),4775,.40,,Presentation scheduled,,Medium
2020-03-23,2020-03-29,Agivu,agivu.com,Sales Pipeline,Test User 2,2020-04-27,Agivu Deal (2020-04-27),7914,.20,,Qualified to buy,,Medium
2020-08-28,2020-09-03,Yoveo,yoveo.com,Sales Pipeline,Clayton Farr,2020-10-16,Yoveo Deal (2020-10-16),3829,.30,,Appointment scheduled,2020-11-20,
2020-10-09,2020-10-09,Yoveo,yoveo.com,Sales Pipeline,Clayton Farr,2020-10-16,Yoveo Deal (2020-10-16),4612,.00,,Closed lost,2020-11-20,
2020-10-02,2020-10-08,Yoveo,yoveo.com,Sales Pipeline,Clayton Farr,2020-10-16,Yoveo Deal (2020-10-16),6006,.80,,Contract sent,2020-11-20,
2020-09-25,2020-10-01,Yoveo,yoveo.com,Sales Pipeline,Clayton Farr,2020-10-16,Yoveo Deal (2020-10-16),4969,.70,,Decision maker bought-In,2020-11-20,
2020-09-04,2020-09-24,Yoveo,yoveo.com,Sales Pipeline,Clayton Farr,2020-10-16,Yoveo Deal (2020-10-16),4755,.40,,Presentation scheduled,2020-11-20,
2020-08-21,2020-08-27,Yoveo,yoveo.com,Sales Pipeline,Clayton Farr,2020-10-16,Yoveo Deal (2020-10-16),5986,.20,,Qualified to buy,2020-11-20,
2020-05-29,2020-05-29,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-06-05,Skalith Deal (2020-06-05),4117,.00,,Closed lost,,Medium
2020-05-29,2023-05-16,Skalith,skalith.com,Sales Pipeline,Test User 2,2020-06-05,Skalith Deal (2020-06-05),6137,.20,,Qualified to buy,,Medium
2019-12-21,2019-12-27,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2020-02-08,Vimbo Deal (2020-02-08),1840,.30,,Appointment scheduled,2020-02-27,
2020-02-01,2020-02-01,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2020-02-08,Vimbo Deal (2020-02-08),2038,.00,,Closed lost,2020-02-27,
2020-01-25,2020-01-31,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2020-02-08,Vimbo Deal (2020-02-08),2114,.80,,Contract sent,2020-02-27,
2020-01-18,2020-01-24,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2020-02-08,Vimbo Deal (2020-02-08),1779,.70,,Decision maker bought-In,2020-02-27,
2019-12-28,2020-01-17,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2020-02-08,Vimbo Deal (2020-02-08),2076,.40,,Presentation scheduled,2020-02-27,
2019-12-14,2019-12-20,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2020-02-08,Vimbo Deal (2020-02-08),2217,.20,,Qualified to buy,2020-02-27,
2020-09-06,2020-09-12,Jaxworks,jaxworks.com,Sales Pipeline,Clayton Farr,2020-10-04,Jaxworks Deal (2020-10-04),7907,.30,,Appointment scheduled,,
2020-09-27,2020-09-27,Jaxworks,jaxworks.com,Sales Pipeline,Clayton Farr,2020-10-04,Jaxworks Deal (2020-10-04),5247,.00,,Closed lost,,
2020-09-13,2020-09-26,Jaxworks,jaxworks.com,Sales Pipeline,Clayton Farr,2020-10-04,Jaxworks Deal (2020-10-04),8820,.40,,Presentation scheduled,,
2020-08-30,2020-09-05,Jaxworks,jaxworks.com,Sales Pipeline,Clayton Farr,2020-10-04,Jaxworks Deal (2020-10-04),7187,.20,,Qualified to buy,,
2021-04-05,2021-04-11,Gevee,gevee.com,Sales Pipeline,Test User 2,2021-05-24,Gevee Deal (2021-05-24),3638,.30,,Appointment scheduled,2021-06-18,
2021-05-17,2021-05-17,Gevee,gevee.com,Sales Pipeline,Test User 2,2021-05-24,Gevee Deal (2021-05-24),2035,.00,,Closed lost,2021-06-18,
2021-05-10,2021-05-16,Gevee,gevee.com,Sales Pipeline,Test User 2,2021-05-24,Gevee Deal (2021-05-24),3726,.80,,Contract sent,2021-06-18,
2021-05-03,2021-05-09,Gevee,gevee.com,Sales Pipeline,Test User 2,2021-05-24,Gevee Deal (2021-05-24),2019,.70,,Decision maker bought-In,2021-06-18,
2021-04-12,2021-05-02,Gevee,gevee.com,Sales Pipeline,Test User 2,2021-05-24,Gevee Deal (2021-05-24),2807,.40,,Presentation scheduled,2021-06-18,
2021-03-29,2021-04-04,Gevee,gevee.com,Sales Pipeline,Test User 2,2021-05-24,Gevee Deal (2021-05-24),3133,.20,,Qualified to buy,2021-06-18,
2020-04-03,2020-04-09,Lazzy,lazzy.com,Sales Pipeline,Clayton Farr,2020-05-22,Lazzy Deal (2020-05-22),5294,.30,,Appointment scheduled,2020-07-04,Medium
2020-05-15,2020-05-15,Lazzy,lazzy.com,Sales Pipeline,Clayton Farr,2020-05-22,Lazzy Deal (2020-05-22),5558,.00,,Closed lost,2020-07-04,Medium
2020-05-08,2020-05-14,Lazzy,lazzy.com,Sales Pipeline,Clayton Farr,2020-05-22,Lazzy Deal (2020-05-22),4769,.80,,Contract sent,2020-07-04,Medium
2020-05-01,2020-05-07,Lazzy,lazzy.com,Sales Pipeline,Clayton Farr,2020-05-22,Lazzy Deal (2020-05-22),6432,.70,,Decision maker bought-In,2020-07-04,Medium
2020-04-10,2020-04-30,Lazzy,lazzy.com,Sales Pipeline,Clayton Farr,2020-05-22,Lazzy Deal (2020-05-22),4243,.40,,Presentation scheduled,2020-07-04,Medium
2020-03-27,2020-04-02,Lazzy,lazzy.com,Sales Pipeline,Clayton Farr,2020-05-22,Lazzy Deal (2020-05-22),5597,.20,,Qualified to buy,2020-07-04,Medium
2020-04-19,2020-04-25,Plambee,plambee.com,Sales Pipeline,Test User 2,2020-05-24,Plambee Deal (2020-05-24),3102,.30,,Appointment scheduled,,
2020-05-17,2020-05-17,Plambee,plambee.com,Sales Pipeline,Test User 2,2020-05-24,Plambee Deal (2020-05-24),2162,.00,,Closed lost,,
2020-05-17,2023-05-16,Plambee,plambee.com,Sales Pipeline,Test User 2,2020-05-24,Plambee Deal (2020-05-24),1945,.70,,Decision maker bought-In,,
2020-04-26,2020-05-16,Plambee,plambee.com,Sales Pipeline,Test User 2,2020-05-24,Plambee Deal (2020-05-24),2147,.40,,Presentation scheduled,,
2020-04-12,2020-04-18,Plambee,plambee.com,Sales Pipeline,Test User 2,2020-05-24,Plambee Deal (2020-05-24),2012,.20,,Qualified to buy,,
2020-08-07,2020-08-13,Izio,izio.com,Sales Pipeline,Clayton Farr,2020-09-25,Izio Deal (2020-09-25),3194,.30,,Appointment scheduled,2020-10-28,
2020-09-18,2020-09-18,Izio,izio.com,Sales Pipeline,Clayton Farr,2020-09-25,Izio Deal (2020-09-25),3542,.00,,Closed lost,2020-10-28,
2020-09-11,2020-09-17,Izio,izio.com,Sales Pipeline,Clayton Farr,2020-09-25,Izio Deal (2020-09-25),3985,.80,,Contract sent,2020-10-28,
2020-09-04,2020-09-10,Izio,izio.com,Sales Pipeline,Clayton Farr,2020-09-25,Izio Deal (2020-09-25),2589,.70,,Decision maker bought-In,2020-10-28,
2020-08-14,2020-09-03,Izio,izio.com,Sales Pipeline,Clayton Farr,2020-09-25,Izio Deal (2020-09-25),3895,.40,,Presentation scheduled,2020-10-28,
2020-07-31,2020-08-06,Izio,izio.com,Sales Pipeline,Clayton Farr,2020-09-25,Izio Deal (2020-09-25),3638,.20,,Qualified to buy,2020-10-28,
2021-09-09,2021-09-09,Voonte,voonte.com,Sales Pipeline,Clayton Farr,2021-09-16,Voonte Deal (2021-09-16),2611,.00,,Closed lost,,Low
2021-09-09,2023-05-16,Voonte,voonte.com,Sales Pipeline,Clayton Farr,2021-09-16,Voonte Deal (2021-09-16),4893,.20,,Qualified to buy,,Low
2020-05-14,2020-05-20,Yambee,yambee.com,Sales Pipeline,Test User 2,2020-07-02,Yambee Deal (2020-07-02),4069,.30,,Appointment scheduled,2020-08-02,Low
2020-06-25,2020-06-25,Yambee,yambee.com,Sales Pipeline,Test User 2,2020-07-02,Yambee Deal (2020-07-02),6102,.00,,Closed lost,2020-08-02,Low
2020-06-18,2020-06-24,Yambee,yambee.com,Sales Pipeline,Test User 2,2020-07-02,Yambee Deal (2020-07-02),4140,.80,,Contract sent,2020-08-02,Low
2020-06-11,2020-06-17,Yambee,yambee.com,Sales Pipeline,Test User 2,2020-07-02,Yambee Deal (2020-07-02),5233,.70,,Decision maker bought-In,2020-08-02,Low
2020-05-21,2020-06-10,Yambee,yambee.com,Sales Pipeline,Test User 2,2020-07-02,Yambee Deal (2020-07-02),6480,.40,,Presentation scheduled,2020-08-02,Low
2020-05-07,2020-05-13,Yambee,yambee.com,Sales Pipeline,Test User 2,2020-07-02,Yambee Deal (2020-07-02),5398,.20,,Qualified to buy,2020-08-02,Low
2019-12-28,2020-01-03,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2020-02-15,Zooveo Deal (2020-02-15),2588,.30,,Appointment scheduled,2020-03-17,
2020-02-08,2020-02-08,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2020-02-15,Zooveo Deal (2020-02-15),2042,.00,,Closed lost,2020-03-17,
2020-02-01,2020-02-07,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2020-02-15,Zooveo Deal (2020-02-15),3096,.80,,Contract sent,2020-03-17,
2020-01-25,2020-01-31,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2020-02-15,Zooveo Deal (2020-02-15),2721,.70,,Decision maker bought-In,2020-03-17,
2020-01-04,2020-01-24,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2020-02-15,Zooveo Deal (2020-02-15),2247,.40,,Presentation scheduled,2020-03-17,
2019-12-21,2019-12-27,Zooveo,zooveo.com,Sales Pipeline,Test User 2,2020-02-15,Zooveo Deal (2020-02-15),2401,.20,,Qualified to buy,2020-03-17,
2020-09-03,2020-09-03,Skyvu,skyvu.com,Sales Pipeline,Test User 2,2020-09-10,Skyvu Deal (2020-09-10),3657,.00,,Closed lost,,Low
2020-05-22,2020-05-28,Nlounge,nlounge.com,Sales Pipeline,Clayton Farr,2020-07-10,Nlounge Deal (2020-07-10),2057,.30,,Appointment scheduled,2020-07-30,
2020-07-03,2020-07-03,Nlounge,nlounge.com,Sales Pipeline,Clayton Farr,2020-07-10,Nlounge Deal (2020-07-10),3172,.00,,Closed lost,2020-07-30,
2020-06-26,2020-07-02,Nlounge,nlounge.com,Sales Pipeline,Clayton Farr,2020-07-10,Nlounge Deal (2020-07-10),3469,.80,,Contract sent,2020-07-30,
2020-06-19,2020-06-25,Nlounge,nlounge.com,Sales Pipeline,Clayton Farr,2020-07-10,Nlounge Deal (2020-07-10),2404,.70,,Decision maker bought-In,2020-07-30,
2020-05-29,2020-06-18,Nlounge,nlounge.com,Sales Pipeline,Clayton Farr,2020-07-10,Nlounge Deal (2020-07-10),2344,.40,,Presentation scheduled,2020-07-30,
2020-05-15,2020-05-21,Nlounge,nlounge.com,Sales Pipeline,Clayton Farr,2020-07-10,Nlounge Deal (2020-07-10),2735,.20,,Qualified to buy,2020-07-30,
2020-11-09,2020-11-15,Devshare,devshare.com,Sales Pipeline,Test User 2,2020-12-28,Devshare Deal (2020-12-28),7977,.30,,Appointment scheduled,2021-01-12,
2020-12-21,2020-12-21,Devshare,devshare.com,Sales Pipeline,Test User 2,2020-12-28,Devshare Deal (2020-12-28),8301,.00,,Closed lost,2021-01-12,
2020-12-14,2020-12-20,Devshare,devshare.com,Sales Pipeline,Test User 2,2020-12-28,Devshare Deal (2020-12-28),5443,.80,,Contract sent,2021-01-12,
2020-12-07,2020-12-13,Devshare,devshare.com,Sales Pipeline,Test User 2,2020-12-28,Devshare Deal (2020-12-28),5719,.70,,Decision maker bought-In,2021-01-12,
2020-11-16,2020-12-06,Devshare,devshare.com,Sales Pipeline,Test User 2,2020-12-28,Devshare Deal (2020-12-28),8040,.40,,Presentation scheduled,2021-01-12,
2020-11-02,2020-11-08,Devshare,devshare.com,Sales Pipeline,Test User 2,2020-12-28,Devshare Deal (2020-12-28),4736,.20,,Qualified to buy,2021-01-12,
2021-04-10,2021-04-16,Npath,npath.com,Sales Pipeline,Clayton Farr,2021-05-29,Npath Deal (2021-05-29),259,.30,,Appointment scheduled,2021-06-23,
2021-05-22,2021-05-22,Npath,npath.com,Sales Pipeline,Clayton Farr,2021-05-29,Npath Deal (2021-05-29),261,.00,,Closed lost,2021-06-23,
2021-05-15,2021-05-21,Npath,npath.com,Sales Pipeline,Clayton Farr,2021-05-29,Npath Deal (2021-05-29),235,.80,,Contract sent,2021-06-23,
2021-05-08,2021-05-14,Npath,npath.com,Sales Pipeline,Clayton Farr,2021-05-29,Npath Deal (2021-05-29),255,.70,,Decision maker bought-In,2021-06-23,
2021-04-17,2021-05-07,Npath,npath.com,Sales Pipeline,Clayton Farr,2021-05-29,Npath Deal (2021-05-29),218,.40,,Presentation scheduled,2021-06-23,
2021-04-03,2021-04-09,Npath,npath.com,Sales Pipeline,Clayton Farr,2021-05-29,Npath Deal (2021-05-29),266,.20,,Qualified to buy,2021-06-23,
2021-04-25,2021-05-01,Viva,viva.com,Sales Pipeline,Clayton Farr,2021-06-13,Viva Deal (2021-06-13),1292,.30,,Appointment scheduled,2021-07-16,
2021-06-06,2021-06-06,Viva,viva.com,Sales Pipeline,Clayton Farr,2021-06-13,Viva Deal (2021-06-13),1560,.00,,Closed lost,2021-07-16,
2021-05-30,2021-06-05,Viva,viva.com,Sales Pipeline,Clayton Farr,2021-06-13,Viva Deal (2021-06-13),1147,.80,,Contract sent,2021-07-16,
2021-05-23,2021-05-29,Viva,viva.com,Sales Pipeline,Clayton Farr,2021-06-13,Viva Deal (2021-06-13),859,.70,,Decision maker bought-In,2021-07-16,
2021-05-02,2021-05-22,Viva,viva.com,Sales Pipeline,Clayton Farr,2021-06-13,Viva Deal (2021-06-13),1206,.40,,Presentation scheduled,2021-07-16,
2021-04-18,2021-04-24,Viva,viva.com,Sales Pipeline,Clayton Farr,2021-06-13,Viva Deal (2021-06-13),1340,.20,,Qualified to buy,2021-07-16,
2020-08-04,2020-08-10,Feednation,feednation.com,Sales Pipeline,Clayton Farr,2020-09-22,Feednation Deal (2020-09-22),3636,.30,,Appointment scheduled,2020-10-13,
2020-09-15,2020-09-15,Feednation,feednation.com,Sales Pipeline,Clayton Farr,2020-09-22,Feednation Deal (2020-09-22),5152,.00,,Closed lost,2020-10-13,
2020-09-08,2020-09-14,Feednation,feednation.com,Sales Pipeline,Clayton Farr,2020-09-22,Feednation Deal (2020-09-22),4957,.80,,Contract sent,2020-10-13,
2020-09-01,2020-09-07,Feednation,feednation.com,Sales Pipeline,Clayton Farr,2020-09-22,Feednation Deal (2020-09-22),5700,.70,,Decision maker bought-In,2020-10-13,
2020-08-11,2020-08-31,Feednation,feednation.com,Sales Pipeline,Clayton Farr,2020-09-22,Feednation Deal (2020-09-22),4826,.40,,Presentation scheduled,2020-10-13,
2020-07-28,2020-08-03,Feednation,feednation.com,Sales Pipeline,Clayton Farr,2020-09-22,Feednation Deal (2020-09-22),4921,.20,,Qualified to buy,2020-10-13,
2020-02-22,2020-02-28,Meezzy,meezzy.com,Sales Pipeline,Clayton Farr,2020-04-11,Meezzy Deal (2020-04-11),1867,.30,,Appointment scheduled,2020-05-24,
2020-04-04,2020-04-04,Meezzy,meezzy.com,Sales Pipeline,Clayton Farr,2020-04-11,Meezzy Deal (2020-04-11),2064,.00,,Closed lost,2020-05-24,
2020-03-28,2020-04-03,Meezzy,meezzy.com,Sales Pipeline,Clayton Farr,2020-04-11,Meezzy Deal (2020-04-11),2296,.80,,Contract sent,2020-05-24,
2020-03-21,2020-03-27,Meezzy,meezzy.com,Sales Pipeline,Clayton Farr,2020-04-11,Meezzy Deal (2020-04-11),3348,.70,,Decision maker bought-In,2020-05-24,
2020-02-29,2020-03-20,Meezzy,meezzy.com,Sales Pipeline,Clayton Farr,2020-04-11,Meezzy Deal (2020-04-11),2996,.40,,Presentation scheduled,2020-05-24,
2020-02-15,2020-02-21,Meezzy,meezzy.com,Sales Pipeline,Clayton Farr,2020-04-11,Meezzy Deal (2020-04-11),1968,.20,,Qualified to buy,2020-05-24,
2021-09-14,2021-09-20,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-11-02,Jaxnation Deal (2021-11-02),1725,.30,,Appointment scheduled,2021-11-27,
2021-10-26,2021-10-26,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-11-02,Jaxnation Deal (2021-11-02),1736,.00,,Closed lost,2021-11-27,
2021-10-19,2021-10-25,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-11-02,Jaxnation Deal (2021-11-02),1715,.80,,Contract sent,2021-11-27,
2021-10-12,2021-10-18,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-11-02,Jaxnation Deal (2021-11-02),1676,.70,,Decision maker bought-In,2021-11-27,
2021-09-21,2021-10-11,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-11-02,Jaxnation Deal (2021-11-02),2197,.40,,Presentation scheduled,2021-11-27,
2021-09-07,2021-09-13,Jaxnation,jaxnation.com,Sales Pipeline,Clayton Farr,2021-11-02,Jaxnation Deal (2021-11-02),1621,.20,,Qualified to buy,2021-11-27,
2019-12-21,2019-12-27,Quimm,quimm.com,Sales Pipeline,Test User 2,2020-02-08,Quimm Deal (2020-02-08),5876,.30,,Appointment scheduled,2020-02-24,
2020-02-01,2020-02-01,Quimm,quimm.com,Sales Pipeline,Test User 2,2020-02-08,Quimm Deal (2020-02-08),4629,.00,,Closed lost,2020-02-24,
2020-01-25,2020-01-31,Quimm,quimm.com,Sales Pipeline,Test User 2,2020-02-08,Quimm Deal (2020-02-08),5203,.80,,Contract sent,2020-02-24,
2020-01-18,2020-01-24,Quimm,quimm.com,Sales Pipeline,Test User 2,2020-02-08,Quimm Deal (2020-02-08),6271,.70,,Decision maker bought-In,2020-02-24,
2019-12-28,2020-01-17,Quimm,quimm.com,Sales Pipeline,Test User 2,2020-02-08,Quimm Deal (2020-02-08),7338,.40,,Presentation scheduled,2020-02-24,
2019-12-14,2019-12-20,Quimm,quimm.com,Sales Pipeline,Test User 2,2020-02-08,Quimm Deal (2020-02-08),6231,.20,,Qualified to buy,2020-02-24,
2021-07-06,2021-07-12,Agivu,agivu.com,Sales Pipeline,Clayton Farr,2021-08-24,Agivu Deal (2021-08-24),3134,.30,,Appointment scheduled,2021-09-17,High
2021-08-17,2021-08-17,Agivu,agivu.com,Sales Pipeline,Clayton Farr,2021-08-24,Agivu Deal (2021-08-24),4787,.00,,Closed lost,2021-09-17,High
2021-08-10,2021-08-16,Agivu,agivu.com,Sales Pipeline,Clayton Farr,2021-08-24,Agivu Deal (2021-08-24),4030,.80,,Contract sent,2021-09-17,High
2021-08-03,2021-08-09,Agivu,agivu.com,Sales Pipeline,Clayton Farr,2021-08-24,Agivu Deal (2021-08-24),5227,.70,,Decision maker bought-In,2021-09-17,High
2021-07-13,2021-08-02,Agivu,agivu.com,Sales Pipeline,Clayton Farr,2021-08-24,Agivu Deal (2021-08-24),4389,.40,,Presentation scheduled,2021-09-17,High
2021-06-29,2021-07-05,Agivu,agivu.com,Sales Pipeline,Clayton Farr,2021-08-24,Agivu Deal (2021-08-24),3095,.20,,Qualified to buy,2021-09-17,High
2021-03-13,2021-03-19,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-04-10,Vimbo Deal (2021-04-10),3362,.30,,Appointment scheduled,,
2021-04-03,2021-04-03,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-04-10,Vimbo Deal (2021-04-10),3307,.00,,Closed lost,,
2021-03-20,2021-04-02,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-04-10,Vimbo Deal (2021-04-10),2404,.40,,Presentation scheduled,,
2021-03-06,2021-03-12,Vimbo,vimbo.com,Sales Pipeline,Test User 2,2021-04-10,Vimbo Deal (2021-04-10),2628,.20,,Qualified to buy,,
2020-11-06,2020-11-06,Dynabox,dynabox.com,Sales Pipeline,Clayton Farr,2020-11-13,Dynabox Deal (2020-11-13),1751,.00,,Closed lost,,
2021-01-19,2021-01-19,Avamm,avamm.com,Sales Pipeline,Clayton Farr,2021-01-26,Avamm Deal (2021-01-26),165,.00,,Closed lost,,High
2021-01-19,2023-05-16,Avamm,avamm.com,Sales Pipeline,Clayton Farr,2021-01-26,Avamm Deal (2021-01-26),196,.20,,Qualified to buy,,High
2021-07-17,2021-07-23,Avaveo,avaveo.com,Sales Pipeline,Test User 2,2021-09-04,Avaveo Deal (2021-09-04),5419,.30,,Appointment scheduled,2021-10-11,
2021-08-28,2021-08-28,Avaveo,avaveo.com,Sales Pipeline,Test User 2,2021-09-04,Avaveo Deal (2021-09-04),8381,.00,,Closed lost,2021-10-11,
2021-08-21,2021-08-27,Avaveo,avaveo.com,Sales Pipeline,Test User 2,2021-09-04,Avaveo Deal (2021-09-04),4378,.80,,Contract sent,2021-10-11,
2021-08-14,2021-08-20,Avaveo,avaveo.com,Sales Pipeline,Test User 2,2021-09-04,Avaveo Deal (2021-09-04),4869,.70,,Decision maker bought-In,2021-10-11,
2021-07-24,2021-08-13,Avaveo,avaveo.com,Sales Pipeline,Test User 2,2021-09-04,Avaveo Deal (2021-09-04),7642,.40,,Presentation scheduled,2021-10-11,
